from_node,to_node,from_time,to_time,arc_capacity
636,631,31,33,20.000000
636,631,9,11,20.000000
636,636,9,10,20.000000
636,90,6,7,20.000000
636,90,7,8,20.000000
637,571,11,13,20.000000
637,571,12,14,20.000000
637,571,15,17,20.000000
637,571,16,18,20.000000
637,571,18,20,20.000000
637,571,19,21,20.000000
637,571,21,23,20.000000
637,571,24,26,20.000000
637,571,27,29,20.000000
637,571,28,30,20.000000
637,571,5,7,20.000000
637,571,9,11,20.000000
637,576,1,4,20.000000
637,637,10,11,20.000000
637,637,2,3,20.000000
637,637,3,4,20.000000
637,637,9,10,20.000000
637,644,4,7,20.000000
637,91,5,6,20.000000
637,91,7,8,20.000000
638,707,1,4,20.000000
638,707,12,15,20.000000
638,707,15,18,20.000000
638,707,2,5,20.000000
638,707,9,12,20.000000
638,92,7,8,20.000000
639,505,10,11,20.000000
639,505,12,13,20.000000
639,505,13,14,20.000000
639,505,15,16,20.000000
639,505,16,17,20.000000
639,505,18,19,20.000000
639,505,19,20,20.000000
639,505,2,3,20.000000
639,505,20,21,20.000000
639,505,22,23,20.000000
639,505,25,26,20.000000
639,505,9,10,20.000000
639,506,1,2,20.000000
639,639,9,10,20.000000
639,93,4,5,20.000000
639,93,7,8,20.000000
64,610,8,9,20.000000
64,64,6,7,20.000000
64,64,7,8,20.000000
640,635,1,4,20.000000
640,635,12,15,20.000000
640,635,15,18,20.000000
640,635,18,21,20.000000
640,635,9,12,20.000000
640,638,2,7,20.000000
640,94,7,8,20.000000
641,639,1,4,20.000000
641,639,10,13,20.000000
641,639,12,15,20.000000
641,639,13,16,20.000000
641,639,15,18,20.000000
641,639,16,19,20.000000
641,639,17,20,20.000000
641,639,19,22,20.000000
641,639,22,25,20.000000
641,639,4,7,20.000000
641,639,9,12,20.000000
641,641,2,3,20.000000
641,641,3,4,20.000000
641,641,9,10,20.000000
641,646,4,7,20.000000
641,95,4,5,20.000000
641,95,7,8,20.000000
642,640,12,15,20.000000
642,640,15,18,20.000000
642,640,4,7,20.000000
642,640,9,12,20.000000
642,641,1,4,20.000000
642,649,2,5,20.000000
642,96,7,8,20.000000
643,576,10,12,20.000000
643,576,12,14,20.000000
643,576,22,24,20.000000
643,576,9,11,20.000000
643,578,2,4,20.000000
643,578,4,6,20.000000
643,643,9,10,20.000000
643,97,1,2,20.000000
643,97,7,8,20.000000
644,637,13,16,20.000000
644,637,15,18,20.000000
644,637,16,19,20.000000
644,637,18,21,20.000000
644,637,21,24,20.000000
644,637,25,28,20.000000
644,637,9,12,20.000000
644,643,1,4,20.000000
644,643,9,12,20.000000
644,646,2,5,20.000000
644,98,4,5,20.000000
644,98,7,8,20.000000
645,578,1,4,20.000000
645,578,10,13,20.000000
645,578,11,14,20.000000
645,578,12,15,20.000000
645,578,14,17,20.000000
645,578,16,19,20.000000
645,578,17,20,20.000000
645,578,20,23,20.000000
645,578,9,12,20.000000
645,645,2,3,20.000000
645,645,3,4,20.000000
645,645,9,10,20.000000
645,647,3,6,20.000000
645,647,4,7,20.000000
645,652,5,7,20.000000
645,99,4,5,20.000000
645,99,7,8,20.000000
646,100,5,6,20.000000
646,100,7,8,20.000000
646,1100,9,10,20.000000
646,641,1,4,20.000000
646,641,13,16,20.000000
646,641,4,7,20.000000
646,644,10,13,20.000000
646,644,12,15,20.000000
646,644,13,16,20.000000
646,644,15,18,20.000000
646,644,18,21,20.000000
646,644,22,25,20.000000
646,646,11,12,20.000000
646,646,12,13,20.000000
646,646,2,3,20.000000
646,646,3,4,20.000000
646,646,9,10,20.000000
647,101,6,7,20.000000
647,101,7,8,20.000000
647,524,11,12,20.000000
647,524,12,13,20.000000
647,524,14,15,20.000000
647,524,15,16,20.000000
647,524,17,18,20.000000
647,524,20,21,20.000000
647,524,9,10,20.000000
647,579,9,11,20.000000
647,645,1,4,20.000000
647,645,2,5,20.000000
648,102,4,5,20.000000
648,102,7,8,20.000000
648,641,10,13,20.000000
648,641,12,15,20.000000
648,641,14,17,20.000000
648,641,16,19,20.000000
648,641,19,22,20.000000
648,641,9,12,20.000000
648,648,9,10,20.000000
648,649,1,4,20.000000
648,653,1,4,20.000000
649,103,5,6,20.000000
649,642,1,4,20.000000
649,642,12,15,20.000000
649,642,4,7,20.000000
649,642,9,12,20.000000
649,651,2,5,20.000000
649,825,4,7,20.000000
65,611,8,9,20.000000
650,104,5,6,20.000000
650,104,7,8,20.000000
650,648,1,4,20.000000
650,648,11,14,20.000000
650,648,13,16,20.000000
650,648,16,19,20.000000
650,648,4,7,20.000000
650,648,9,12,20.000000
650,650,10,11,20.000000
650,650,2,3,20.000000
650,650,3,4,20.000000
650,650,9,10,20.000000
651,105,5,6,20.000000
651,649,1,4,20.000000
651,649,9,12,20.000000
651,827,2,5,20.000000
652,106,4,5,20.000000
652,106,7,8,20.000000
652,525,2,3,20.000000
652,645,1,3,20.000000
652,645,10,12,20.000000
652,645,12,14,20.000000
652,645,14,16,20.000000
652,645,15,17,20.000000
652,645,18,20,20.000000
652,645,9,11,20.000000
652,652,9,10,20.000000
652,653,4,7,20.000000
653,107,4,5,20.000000
653,107,7,8,20.000000
653,646,10,13,20.000000
653,646,12,15,20.000000
653,646,15,18,20.000000
653,646,19,22,20.000000
653,646,9,12,20.000000
653,652,1,4,20.000000
653,653,2,3,20.000000
653,653,3,4,20.000000
653,653,9,10,20.000000
653,655,4,7,20.000000
654,108,5,6,20.000000
654,108,7,8,20.000000
654,452,1,2,20.000000
654,452,10,11,20.000000
654,452,12,13,20.000000
654,452,15,16,20.000000
654,452,2,3,20.000000
654,452,9,10,20.000000
654,654,9,10,20.000000
655,109,1,2,20.000000
655,109,7,8,20.000000
655,451,9,10,20.000000
655,650,2,5,20.000000
655,650,4,7,20.000000
655,653,12,15,20.000000
655,653,16,19,20.000000
655,653,9,12,20.000000
656,110,4,5,20.000000
656,110,7,8,20.000000
656,579,1,4,20.000000
656,579,10,13,20.000000
656,579,11,14,20.000000
656,579,12,15,20.000000
656,579,18,21,20.000000
656,579,21,24,20.000000
656,579,9,12,20.000000
656,656,9,10,20.000000
656,660,2,4,20.000000
657,111,6,7,20.000000
657,111,7,8,20.000000
657,647,10,12,20.000000
657,647,12,14,20.000000
657,647,13,15,20.000000
657,647,15,17,20.000000
657,647,18,20,20.000000
657,647,9,11,20.000000
657,656,1,4,20.000000
657,656,4,7,20.000000
657,657,2,3,20.000000
657,657,3,4,20.000000
657,657,9,10,20.000000
658,112,4,5,20.000000
658,656,15,18,20.000000
658,656,18,21,20.000000
658,656,9,12,20.000000
658,659,1,4,20.000000
658,661,2,4,20.000000
659,113,1,2,20.000000
659,113,7,8,20.000000
659,654,2,5,20.000000
659,654,4,7,20.000000
659,657,10,13,20.000000
659,657,12,15,20.000000
659,657,15,18,20.000000
659,657,9,12,20.000000
659,659,9,10,20.000000
66,612,8,9,20.000000
66,66,6,7,20.000000
66,66,7,8,20.000000
660,114,4,5,20.000000
660,114,7,8,20.000000
660,582,1,5,20.000000
660,582,12,16,20.000000
660,582,9,13,20.000000
660,656,9,11,20.000000
660,661,4,7,20.000000
660,902,2,5,20.000000
661,115,7,8,20.000000
661,512,2,3,20.000000
661,660,1,4,20.000000
661,660,4,7,20.000000
661,660,9,12,20.000000
662,116,4,5,20.000000
662,449,1,4,20.000000
662,654,12,15,20.000000
662,654,9,12,20.000000
662,664,2,5,20.000000
663,117,5,6,20.000000
663,655,1,4,20.000000
663,655,13,16,20.000000
663,655,9,12,20.000000
663,665,2,5,20.000000
663,841,4,7,20.000000
664,118,5,6,20.000000
664,662,1,4,20.000000
664,662,9,12,20.000000
664,669,2,5,20.000000
665,119,5,6,20.000000
665,663,1,4,20.000000
665,663,10,13,20.000000
665,665,9,10,20.000000
665,843,2,5,20.000000
666,120,4,5,20.000000
666,510,1,3,20.000000
666,510,12,14,20.000000
666,510,15,17,20.000000
666,521,9,10,20.000000
666,668,2,5,20.000000
667,121,1,2,20.000000
667,509,12,14,20.000000
667,509,4,6,20.000000
667,509,9,11,20.000000
667,667,2,3,20.000000
667,667,3,4,20.000000
668,122,5,6,20.000000
668,666,1,4,20.000000
668,666,12,15,20.000000
668,666,9,12,20.000000
668,850,2,5,20.000000
669,123,5,6,20.000000
669,667,9,12,20.000000
67,613,8,9,20.000000
67,67,6,7,20.000000
67,67,7,8,20.000000
670,124,6,7,20.000000
670,512,9,12,20.000000
671,125,7,8,20.000000
671,671,10,11,20.000000
671,671,9,10,20.000000
671,676,11,14,20.000000
671,676,4,7,20.000000
675,129,5,6,20.000000
675,404,12,14,20.000000
675,404,17,19,20.000000
675,404,9,11,20.000000
676,130,7,8,20.000000
676,675,14,17,20.000000
676,675,9,12,20.000000
679,133,5,6,20.000000
679,679,9,10,20.000000
679,681,10,13,20.000000
679,681,15,18,20.000000
679,681,17,20,20.000000
679,681,23,26,20.000000
679,681,4,7,20.000000
68,614,8,9,20.000000
68,68,7,8,20.000000
680,134,7,8,20.000000
680,488,26,28,20.000000
680,488,4,6,20.000000
680,611,9,12,20.000000
680,679,13,15,20.000000
680,679,15,17,20.000000
680,679,21,23,20.000000
681,135,7,8,20.000000
681,487,13,15,20.000000
681,487,27,29,20.000000
681,487,37,39,20.000000
681,487,38,40,20.000000
681,623,18,21,20.000000
681,623,19,22,20.000000
681,623,20,23,20.000000
681,623,25,28,20.000000
681,623,26,29,20.000000
681,623,9,12,20.000000
682,136,7,8,20.000000
682,487,9,11,20.000000
682,488,31,32,20.000000
69,615,8,9,20.000000
69,69,7,8,20.000000
691,145,5,6,20.000000
691,486,9,10,20.000000
691,681,24,27,20.000000
691,681,34,37,20.000000
691,681,35,38,20.000000
692,682,28,31,20.000000
693,147,7,8,20.000000
693,479,9,10,20.000000
693,483,12,13,20.000000
694,692,25,28,20.000000
7,553,8,9,20.000000
7,7,3,4,20.000000
7,7,4,5,20.000000
7,7,5,6,20.000000
7,7,6,7,20.000000
7,7,7,8,20.000000
70,616,8,9,20.000000
70,70,7,8,20.000000
703,157,6,7,20.000000
703,157,7,8,20.000000
703,478,12,13,20.000000
703,478,9,10,20.000000
703,693,4,7,20.000000
703,693,9,12,20.000000
704,539,22,24,20.000000
705,159,7,8,20.000000
705,703,9,12,20.000000
706,704,19,22,20.000000
707,161,5,6,20.000000
707,475,15,16,20.000000
707,476,12,13,20.000000
707,476,18,19,20.000000
707,476,4,5,20.000000
707,476,9,10,20.000000
71,617,8,9,20.000000
71,71,6,7,20.000000
71,71,7,8,20.000000
72,618,8,9,20.000000
72,72,7,8,20.000000
73,619,8,9,20.000000
73,73,4,5,20.000000
73,73,5,6,20.000000
73,73,6,7,20.000000
73,73,7,8,20.000000
74,620,8,9,20.000000
74,74,6,7,20.000000
74,74,7,8,20.000000
75,621,8,9,20.000000
75,75,2,3,20.000000
75,75,3,4,20.000000
75,75,4,5,20.000000
75,75,5,6,20.000000
75,75,6,7,20.000000
75,75,7,8,20.000000
76,622,8,9,20.000000
76,76,5,6,20.000000
76,76,6,7,20.000000
76,76,7,8,20.000000
77,623,8,9,20.000000
775,425,12,13,20.000000
776,230,5,6,20.000000
776,775,9,12,20.000000
778,232,6,7,20.000000
778,778,9,10,20.000000
778,779,10,13,20.000000
779,425,13,15,20.000000
78,624,8,9,20.000000
78,78,6,7,20.000000
78,78,7,8,20.000000
79,625,8,9,20.000000
79,79,4,5,20.000000
79,79,5,6,20.000000
79,79,6,7,20.000000
79,79,7,8,20.000000
8,554,8,9,20.000000
8,8,7,8,20.000000
80,626,8,9,20.000000
80,80,5,6,20.000000
80,80,6,7,20.000000
80,80,7,8,20.000000
81,627,8,9,20.000000
81,81,2,3,20.000000
81,81,3,4,20.000000
81,81,4,5,20.000000
81,81,5,6,20.000000
81,81,6,7,20.000000
81,81,7,8,20.000000
82,628,8,9,20.000000
82,82,3,4,20.000000
82,82,4,5,20.000000
82,82,5,6,20.000000
82,82,6,7,20.000000
82,82,7,8,20.000000
825,279,7,8,20.000000
825,638,12,15,20.000000
825,638,9,12,20.000000
827,281,5,6,20.000000
827,825,9,12,20.000000
83,629,8,9,20.000000
83,83,5,6,20.000000
83,83,6,7,20.000000
83,83,7,8,20.000000
84,630,8,9,20.000000
84,84,4,5,20.000000
84,84,5,6,20.000000
84,84,6,7,20.000000
84,84,7,8,20.000000
841,295,7,8,20.000000
841,453,12,13,20.000000
841,453,9,10,20.000000
843,297,5,6,20.000000
843,841,9,12,20.000000
85,631,8,9,20.000000
85,85,4,5,20.000000
85,85,5,6,20.000000
85,85,6,7,20.000000
85,85,7,8,20.000000
850,304,5,6,20.000000
850,668,9,12,20.000000
86,632,8,9,20.000000
86,86,3,4,20.000000
86,86,4,5,20.000000
86,86,5,6,20.000000
86,86,6,7,20.000000
86,86,7,8,20.000000
87,633,8,9,20.000000
87,87,5,6,20.000000
87,87,6,7,20.000000
87,87,7,8,20.000000
88,634,8,9,20.000000
88,88,2,3,20.000000
88,88,3,4,20.000000
88,88,4,5,20.000000
88,88,5,6,20.000000
88,88,6,7,20.000000
88,88,7,8,20.000000
89,635,8,9,20.000000
89,89,5,6,20.000000
89,89,6,7,20.000000
89,89,7,8,20.000000
9,555,8,9,20.000000
9,9,6,7,20.000000
9,9,7,8,20.000000
90,636,8,9,20.000000
90,90,7,8,20.000000
902,356,5,6,20.000000
902,541,9,13,20.000000
91,637,8,9,20.000000
91,91,6,7,20.000000
91,91,7,8,20.000000
92,638,8,9,20.000000
93,639,8,9,20.000000
93,93,5,6,20.000000
93,93,6,7,20.000000
93,93,7,8,20.000000
94,640,8,9,20.000000
95,641,8,9,20.000000
95,95,5,6,20.000000
95,95,6,7,20.000000
95,95,7,8,20.000000
96,642,8,9,20.000000
97,643,8,9,20.000000
97,97,2,3,20.000000
97,97,3,4,20.000000
97,97,4,5,20.000000
97,97,5,6,20.000000
97,97,6,7,20.000000
97,97,7,8,20.000000
98,644,8,9,20.000000
98,98,5,6,20.000000
98,98,6,7,20.000000
98,98,7,8,20.000000
99,645,8,9,20.000000
99,99,5,6,20.000000
99,99,6,7,20.000000
99,99,7,8,20.000000
